date,description,latitude,longitude,location,sources,time,Comments,category,New
2022-11-03,"Date of discovery: 03 November 2022
Province: Mykolaiv Oblast
City/ Town/ Village: Mykolaiv 

On November 3, around 23:30, Russia fired S-300 missiles at one of Mykolaiv city districts. As a result, a warehouse was destroyed, an administrative building and 10 cars parked nearby were damaged. In addition, another warehouse caught fire due to a missile strike. More details [here](
https://www.ukrinform.net/rubric-ato/3607488-enemy-attacks-mykolaiv-with-s300-missiles-warehouses-destroyed-10-cars-burn-down.html).",46.975033,31.994583, Mykolaiv Oblast  Mykolaiv ,['sources975'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-05,"Date of discovery: 05 November 2022
Province: Dnipropetrovsk  Oblast
City/ Town/ Village: Nikopol 

The Russians again cover Nikopol with Grad and heavy artillery shelling. They fired from the temporarily occupied Enerhodar at three communities - Chervonohryhorivka, Marhanets and Nikopol. Nikopol was struck the most. Russian forces fired almost 40 shells at the city at night. More details [here](https://www.ukrinform.net/rubric-ato/3608157-enemy-fires-almost-40-shells-at-nikopol-overnight.html).",47.5712,34.3964, Dnipropetrovsk  Oblast  Nikopol ,['sources976'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-05,"Date of discovery: 05 November 2022
Province: Dnipropetrovsk  Oblast
City/ Town/ Village: Chervonohryhorivka 

The Russians again cover Nikopol with Grad and heavy artillery shelling. They fired from the temporarily occupied Enerhodar at three communities - Chervonohryhorivka, Marhanets and Nikopol. Nikopol was struck the most. Russian forces fired almost 40 shells at the city at night. 
More details [here](https://www.ukrinform.net/rubric-ato/3608157-enemy-fires-almost-40-shells-at-nikopol-overnight.html).",47.477985,35.541716, Dnipropetrovsk  Oblast  Chervonohryhorivka ,['sources977'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-05,"Date of discovery: 05 November 2022
Province: Dnipropetrovsk  Oblast
City/ Town/ Village: Marhanets 

The Russians again cover Nikopol with Grad and heavy artillery shelling. They fired from the temporarily occupied Enerhodar at three communities - Chervonohryhorivka, Marhanets and Nikopol. Nikopol was struck the most. Russian forces fired almost 40 shells at the city at night. More details [here](https://www.ukrinform.net/rubric-ato/3608157-enemy-fires-almost-40-shells-at-nikopol-overnight.html).",47.648924,34.61052, Dnipropetrovsk  Oblast  Marhanets ,['sources978'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-05,"Date of discovery: 05 November 2022
Province: Sumy Oblast
City/ Town/ Village: Seredyna-Buda 

The Russian forces opened fire from mortars. Nine shells exploded near civilian homes. There is considerable destruction of houses: walls and roofs were smashed. According to preliminary information, four houses and farm buildings were damaged. More details [here](
https://www.ukrinform.net/rubric-ato/3608433-russians-strike-community-in-sumy-region-destroying-private-houses.html).",52.183743,34.041205, Sumy Oblast  Seredyna-Buda ,['sources979'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-06,"Date of discovery: 06 November 2022
Province: Zaporizhzhia Oblast
City/ Town/ Village: Vilniansk district

""The enemy continues to attack civilian communities. Recently, two missiles, probably Kh-31, exploded near a settlement of Vilniansk district,"" Oleksandr Starukh, Head of the Zaporizhzhia Regional Military Administration ,said. More details [here](
https://www.ukrinform.net/rubric-ato/3608813-russians-strike-zaporizhzhia-region-with-missiles.html).",47.9445,35.4331, Zaporizhzhia Oblast  Vilniansk district,['sources981'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-06,"Date of discovery: 06 November 2022
Province: Zaporizhzhia Oblast
City/ Town/ Village: Zaporizhzhia

Last night Russian troops fired S-300 missiles at the city of Zaporizhzhia. A building of a commercial enterprise was destroyed, and the owner’s son was killed, Ukrinform reports directly from the scene.",47.838823,35.13954, Zaporizhzhia Oblast  Zaporizhzhia,['sources980'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-07,"Date of discovery: 07 November 2022
Province: Zaporizhzhia Oblast
City/ Town/ Village: Zaporizhzhia

Around 8 o'clock in the morning, Russian forces shelled a village in the Zaporizhzhia district with S-300 missiles. The building of a cultural center, a farm warehouse and private buildings were damaged. More details [here](https://www.ukrinform.net/rubric-ato/3609250-invaders-attack-zaporizhzhia-region-with-s300-missiles-governor.html).",47.83879,35.139636, Zaporizhzhia Oblast  Zaporizhzhia,['sources982'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-07,"Date of discovery: 07 November 2022
Province: Kherson Oblast
City/ Town/ Village: Zolota Balka

Russian forces destroyed an educational institution in Zolota Balka with S-300 missiles. A cultural center was also damaged as a result of the attack. More details [here](
https://www.ukrinform.net/rubric-ato/3609676-russian-missiles-destroy-school-damage-cultural-center-in-zolota-balka.html).",47.375962,33.963947, Kherson Oblast  Zolota Balka,['sources983'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-07,"Date of discovery:07/11/2022
City/ Town/ Village:Kharkiv

[Graphic: One of the images shows what appear to be human remains inside a destroyed vehicle] Explosions destroy civilian vehicles and buildings in a commercial area.",49.997456,36.272604,,['sources518'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-09,"Date of discovery: 09 November 2022
City/ Town/ Village:Dnipro

What appears to be a commercial warehouse destroyed by three kamikaze drones.",48.469905,35.098504,,['sources647'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-09,"Date of discovery: 09 November 2022
Province: Dnipropetrovsk Oblast
City/ Town/ Village: Dnipro

On the night of November 9, Russian troops massively shelled the Dnipropetrovsk region.",48.464717,35.046183, Dnipropetrovsk Oblast  Dnipro,['sources985'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-09,"Date of discovery: 09 November 2022
Province: Dnipropetrovsk Oblast
City/ Town/ Village: Dnipro

Four injured in Dnipro following a massive kamikaze drones attack.",48.449848,34.983579, Dnipropetrovsk Oblast  Dnipro,['sources984'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-10,"Date of discovery:10/11/2022
City/ Town/ Village:Vinnytsia region

Ladyzhyn thermal power plant strike (preliminary by drones Shahed-136).",48.701291,29.22501,,['sources626'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-11,"Date of discovery:11 November 2022
City/ Town/ Village: Kherson

Destroyed school, houses, and land mines visible.",46.611711,32.112331,,['sources649'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-11,"Date of Discovery:  11 November 2022 
Province: Vinnytsia Oblast
City/Town/Village: Vinnytsia 

Energy infrastructure object hit by Russian missiles in Vinnytsia.",49.23359,28.4682, Vinnytsia Oblast  Vinnytsia ,['sources906'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-11,"Date of discovery:11/11/2022
City/ Town/ Village:Kherson

Antonovskiy bridge destroyed.",46.668429,32.719602,,['sources648'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-13,"Date of discovery: 13 November 2022
Province: Sumy Oblast
City/ Town/ Village: Chernihiv 

Russian troops have again launched artillery strikes on the border areas of the Sumy region and the Chernihiv region. The border areas were struck with artillery and Grad MLRS. More details [here](
https://www.ukrinform.net/rubric-ato/3613454-russians-launch-artillery-strikes-on-border-areas-of-sumy-region-chernihiv-region.html).",51.498606,31.289791, Sumy Oblast  Chernihiv ,['sources987'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-13,"Date of discovery: 13 November 2022
Province: Zaporizhzhia Oblast
City/ Town/ Village: Zaporizhzhia

At 02:00 a.m., Russians struck a village in the Zaporizhzhia district with MLRS. A power transmission line, residential houses and cars were damaged.",47.8388,35.139567, Zaporizhzhia Oblast  Zaporizhzhia,['sources986'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery: 15 November2022
City/ Town/ Village:Kherson

Kherson airport damage after withdrawal of Russian military forces.",46.671745,32.507835,,['sources653'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery: 15 November 2022
City/ Town/ Village:Solonka (Lviv region)

Crater from missile strike in residential area.",49.75416,24.013566,,['sources652'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery: 15 November 2022
Province: Kyiv Oblast
City/ Town/ Village: Kyiv

The capital Kyiv was among the cities hit, with officials saying at least one person was found dead. There were strikes across the country, from Lviv in the west to Chernihiv in the north.",50.450013,30.523338, Kyiv Oblast  Kyiv,['sources988'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery: 15 November 2022
Province: Zhytomyr Oblast
City/ Town/ Village: Zhytomyr

Missiles were fired by Russian forces, mostly targeting Ukraine’s energy infrastructure. This time, they were about 100 missiles, more than on October 10.",50.2649,28.6767, Zhytomyr Oblast  Zhytomyr,['sources990'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery: 15 November 2022
Province: Lviv Oblast
City/ Town/ Village: Lviv

Missiles were fired by Russian forces, mostly targeting Ukraine’s energy infrastructure. This time, they were about 100 missiles, more than on October 10.",49.842957,24.031111, Lviv Oblast  Lviv,['sources989'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery:15 November 2022
City/ Town/ Village:Kyiv

Residential building damaged by remnans of shot down cruise missile. At least one civilian (elderly woman) dead.",50.410502,30.532593,,['sources650'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery:15 November 2022
City/ Town/ Village:Plesetske (Kyiv region) 

[Graphic picture. Blurred body of dead woman on the ground] One woman reported dead due to fatal wound by debris of the rocket.",50.207917,30.126353,,['sources651'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-15,"Date of discovery: 15 November 2022
Province: Kyiv Oblast
City/ Town/ Village: Kyiv

The biggest bombardment of energy facilities since war start. More details [here](
 https://www.dw.com/en/ukraine-updates-kyiv-other-cities-hit-by-missiles/a-63760677).",50.449993,30.523319, Kyiv Oblast  Kyiv,['sources991'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-16,"Data of discovery: 16 November 2022 
Province: Zhytomyr Oblas
City/Town/Village: Zhytomyr 

Russian strike in Zhytomyr, in West Ukraine.",50.2547,28.6587, Zhytomyr Oblas  Zhytomyr ,['sources913'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-16,"Date of discovery: 16 November 2022
City/ Town/ Village:Posad-Pokrovske

Ruined almost to the ground the whole village.",46.807472,32.266518,,['sources654'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-16,"Date of discovery:  16 November 2022
Province: Dnipropetrovsk Oblast
City/Town/Village: Kryvyi Rih

Energy and water distribution disrupted by Russia’s missile attacks on the city.",47.910055,33.389644, Dnipropetrovsk Oblast  Kryvyi Rih,['sources905'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-16,"Date of Discovery:  16 November 2022 
Province: Dnipropetrovsk Oblast
City/Town/Village: Nikopol

Missile attack on residential area.",47.5675,34.3948, Dnipropetrovsk Oblast  Nikopol,['sources908'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-17,"Date of discovery:11/17/2022
City/ Town/ Village:Kinski Rozdory (Zaporizh region)

School damaged. Village is under Russian occupation since March 2022.",47.415958,36.427137,,['sources655'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-17,"Date of discovery:  17 November 2022
Province: Dnipropetrovsk Oblast
City/Town/Village: Dnepropetrovsk

Missile attack on critical infrastructure causes multiple civilian casualties.",48.464978,35.045708, Dnipropetrovsk Oblast  Dnepropetrovsk,['sources911'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-17,"Date of discovery: 17 November 2022
Province: Dnipropetrovsk Oblast
City/ Town/ Village: Dnipro

In Dnipro, 14 multi-storey buildings and an industrial enterprise were damaged and two fires broke out as a result of Russian missile attack. More details [here](
https://www.ukrinform.net/rubric-ato/3616879-missile-strike-on-dnipro-enterprise-14-multistorey-buildings-damaged.html).",48.450403,34.983341, Dnipropetrovsk Oblast  Dnipro,['sources992'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-20,"Date of discovery: 20 November 2022
Province: Donetsk Oblast
City/ Town/ Village: Adiivka

Russian troops have struck the central part of the Donetsk region’s Avdiivka with the Grad multiple launch rocket systems (MLRS). No casualties among civilians were reported. More details [here](
https://www.ukrinform.net/rubric-ato/3618252-russians-strike-central-part-of-avdiivka-with-grad-mlrs.html).",48.136596,37.749134, Donetsk Oblast  Adiivka,['sources993'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-22,"Date of discovery:  22 November 2022
Province: Zaporizhia Oblast 
City/Town/Village: Orikhiv

Bombing of UA humanitarian supply center by Russian forces. 1 dead, 2 hospitalized.",47.5659,35.7877, Zaporizhia Oblast   Orikhiv,['sources912'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-23,"Date of discovery: 23 November 2022
City/ Town/ Village: Kupyansk

Two civilians were killed by shelling of a residential area in Kup'yans'k, Kharkiv Oblast. Several buildings and reportedly a local hospital building were damaged.",49.719741,37.606354,,['sources657'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-23,"Date of discovery: 23 November 2022
Province: Kyiv Oblast
City/Town/Village: Vyshhorod

Missiles struck a residential area in Vyshhorod. 4 civilians reportedly killed, more than 20 wounded in missile hit on residential building in Vyshhorod, Kyiv Oblast.",50.5831,30.4857, Kyiv Oblast  Vyshhorod,['sources915'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-23,"Date of discovery:23 November 2022
City/ Town/ Village:Vil'nyans'k, Zaporizhzhia region

Strike on the maternity department of the hospital in Vil'nyans'k, Zaporizhia Oblast, reportedly leading to the death of a newborn baby and injury of two doctors.

https://t.me/dsns_telegram/11166",47.939683,35.430149,,['sources656'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-23,"Date of Discovery:  23 November 2022
Province: Kyiv Oblast
City/Town/Village: Kyiv

At least three people dead following Russian missile attacks in Kyiv.",50.450016,30.523291, Kyiv Oblast  Kyiv,['sources914'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-24,"Date of discovery: 24 November2022
City/ Town/ Village: Kherson

[Graphic: Face bleeding] Residential housing damaged as a result of overnight strike, 7 reportedly killed.",46.643993,32.582585,,['sources658'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-26,"Date of discovery:26 November 2022
City/ Town/ Village:

School #46 in Kherson was damaged by the shelling.",46.643328,32.577983,,['sources659'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-26,"Date of discovery: 26 November 2022
Province: Dnipropetrovsk Oblast
City/ Town/ Village: Dnipro

Explosions in Dnipro. Currently, seven private houses were partially destroyed. An explosion caused a fire. Six people have been injured. More details [here](
https://www.ukrinform.net/rubric-ato/3622459-seven-buildings-partially-destroyed-six-people-injured-in-missile-strike-on-dnipro.html).",48.450281,34.983854, Dnipropetrovsk Oblast  Dnipro,['sources994'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-11-30,"Date of discovery: 30/11/2022
City/ Town/ Village:

School #12 in Kherson damaged by shelling.",46.674274,32.68515,,['sources660'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-02,"Date of discovery: 02 December 2022
City/ Town/ Village: Chuhuiv

A five-story building was hit with S-300 missiles, destroying the fourth and fifth floors. Two civilians were wounded in the attack.",49.848145,36.728582,,['sources661'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-04,"Date of discovery:04/12/2022
City/ Town/ Village: Kherson

Pre-trial detention centre in Kherson was shelled. Reportedly some staff officers were injured.",46.638329,32.627875,,['sources662'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-06,"Date of discovery:06/12/2022
City/ Town/ Village:Chortkiv, Ternopil Oblast

Military facility and 4 houses were reportedly hit in Chortkiv.",49.014715,25.775185,,['sources484'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-07,"Date of discovery: 07 December 2022
City/ Town/ Village: Kurakhove

Reportedly 5 civilians were killed and 8 wounded by shelling in Kurakhove, Donetsk oblast.",47.988828,37.275412,,['sources664'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-10,"Date of discovery:10/12/2022
City/ Town/ Village:Zaporizhzhia

Large crater immediately next to residential building.",47.775303,35.188007,,['sources628'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-12,"Date of discovery:12/12/2022
City/ Town/ Village: Kherson

[Graphic: injuries visible] Reportedly 1 civilian was killed and at least 4 wounded by shelling in Kherson.",46.664247,32.614263,,['sources665'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-14,"Date of discovery:14 December 2022
City/ Town/ Village:

Administrative building damaged as result of drone's wreck falling down.",50.468657,30.406242,,['sources666'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-14,"Date of discovery:12/14/2022
City/ Town/ Village: Kherson

Regional state administration's building damaged by shelling.",46.639959,32.615435,,['sources667'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-14,"Date of discovery: 14/12/2022
City/ Town/ Village:

A school in Vesele was destroyed.",46.79433,33.359339,,['sources668'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-15,"Date of discovery: 15/12/2022
City/ Town/ Village:

[Graphic: body blurred, blood visible] Two people, one reported to be a Red Cross volunteer, were killed in a shelling near the Red Cross building in Kherson. Two more civilians were reported wounded.",46.643035,32.618465,,['sources669'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-16,"Date of discovery: 16 December 2022
City/ Town/ Village: Kryvyi Rih

Damage to residential building as a result of cruise missile strike. Four people reported dead (including one year old child), 18 reported injured (including several children).",47.85111,33.469317,,['sources670'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-16,"Date of discovery: 16 December 2022
City/ Town/ Village: Zaporizhzhia

Strike on Dnipro Hydroelectric Power Plant.",47.868245,35.081038,,['sources671'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-17,"Date of discovery: 17 December 2022
City/ Town/ Village: Stepanivka

One person reported killed in an explosion that also damaged a school, a church, and a hospital.",46.695768,32.57958,,['sources672'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-19,"Date of discovery:19 December 2022
City/ Town/ Village:

Critical power infrastructure damaged.
https://t.me/c/1210003725/28516",50.475817,30.408642,,['sources673'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-20,"Date of discovery:20/12/2022
City/ Town/ Village: Kherson

Aftermath of the strike on a residential building.",46.646384,32.589379,,['sources674'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-22,"Date of discovery: 22/12/2022
City/ Town/ Village: Borozens'ke

Secondary school in Borozens'ke (Kherson Oblast) damaged by shellings.",47.174712,33.420092,,['sources676'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-22,"Date of discovery: 22 December 2022
City/ Town/ Village:

Damage to a motel and commercial building.",46.633076,32.421637,,['sources675'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-23,"Date of discovery: 23/12/2022
City/ Town/ Village: Kherson

Apparent use of thermite on civilian areas in Kherson City.",46.63078,32.611618,,['sources677'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-24,"Date of discovery: 24/12/2022
City/ Town/ Village: Kherson

[Graphic: bodies of dead people on the ground] Kherson city center shelled. At least 10 people reported dead, 35 reported injured.",46.640741,32.61303,,['sources678'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-26,"Date of discovery: 26 December 2022
City/ Town/ Village:

Incendiary weapon used on the village of Mar'inka, Donetsk Oblast.",47.934328,37.525635,,['sources679'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-29,"Date of discovery:29 December 2022
City/ Town/ Village:

Damage to residential buildings resulted from a cruise missile attack.",50.372766,30.595815,,['sources680'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-31,"Date of discovery:31 December 2022
City/ Town/ Village:

Strike on what appears to be a hotel as a result of missile barrage. https://www.rferl.org/a/ukraine-kyiv-air-raids-attack-russia-invasion-new-year/32202358.html",50.421437,30.522917,,['sources682'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-31,"Date of discovery:31 December 2022
City/ Town/ Village:

[Graphic: Person lying on the ground, face covered in blood] Damage to what appears to be residential buildings as a result of missile barrage. At least one person reported dead, 20 reported injured. https://www.rferl.org/a/ukraine-kyiv-air-raids-attack-russia-invasion-new-year/32202358.html",50.426978,30.49811,,['sources681'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2022-12-31,"Date of discovery:31 December 2022
City/ Town/ Village:

Strike on ""Institute of Biology and Medicine"" of Taras Shevchenko University as a result of missile barrage.",50.382494,30.475058,,['sources683'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-01,"Date of discovery:01/01/2023
City/ Town/ Village:

Aftermath of night shelling - building of children's hospital damaged. At least one person reported dead, one injured.",46.649386,32.628176,,['sources684'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-01,"Date of discovery:01 January 2023
City/ Town/ Village: Mykolaiv

Large crater visible in what appears to be an residential area.",46.876271,32.023108,,['sources685'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-01,"Date of discovery: 01 January 2023
City/ Town/ Village: Ochakiv

Strike on a residential sector, and one of the shells also hit the building of the 22nd state fire and rescue unit. In the subdivision, windows were blown out, the roof of the building was destroyed, and the covering of the garage was blown out.",46.621474,31.5411,,['sources1032'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-02,"Date of discovery: 02 January 2023
Province: Mykolaiv Oblast
City/Town/Village: Myrne

A body of a 37-year-old male victim of an artillery strike who died in the spring of 2022 has been uncovered.",46.810596,32.311533, Mykolaiv Oblast  Myrne,['sources1001'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-02,"Date of discovery: 02 January 2023
City/ Town/ Village:Druzhkivka

The industrial area in Druzhkivka has been hit by an S-300 missile. No casualties have been reported.",48.618997,37.53443,,['sources997'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-02,"Date of discovery: 02 January 2023
City/ Town/ Village: Kramatorsk

Strikes have been reported in the industrial area as well as a cemetery. Two S-300 missiles and an Iskander-K missile were used in the attack. 10 residential buildings have been hit. Civilian casualties have been reported.",48.742401,37.608152,,['sources996'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-03,"Date of discovery: 03 January 2023
City/ Town/ Village: Ochakiv

Industrial infrastructure reportedly connected to a social grocery damaged.",46.612761,31.539121,,['sources687'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-03,"Date of discovery: 03/01/2023
City/ Town/ Village: Kherson

Aftermath of night shelling. Residential buildings damaged.",46.662,32.656879,,['sources686'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-04,"Date of discovery: 04 January 2023
City/ Town/ Village: Zaporizhzhia 

Aftermath of night shelling. Residential buildings damaged. At least two people reported wounded.",47.764975,35.214775,,['sources688'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-05,"Date of discovery: 05/01/2023
City/ Town/ Village:

Damage to a fire station.",46.646968,32.63596,,['sources689'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-06,"Date of discovery: 06 January 2023
City/ Town/ Village:

[Graphic: Body on the ground covered with a cloth] Shelling of another reported fire station for second day in a row. At least one person reported dead, four reported wounded. Damage to neighboring residential buildings.",46.664459,32.610863,,['sources690'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-09,"Date of discovery: 09 January 2023
City/ Town/ Village: Ochakiv

Strike on a residential area, 8 people reported to be injured, 100 houses reportedly burned.",46.616123,31.549486,,['sources692'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-09,"Date of discovery: 09/01/2023
City/ Town/ Village:

[Graphic: Body covered with foil] Aftermath of shelling of what appears to be residential area. At least one person reported dead, one injured.",46.652621,32.593445,,['sources691'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-10,"Date of discovery: 10/01/2023
City/ Town/ Village: Kherson

Damage to a residential building, large crater visible and filled with water - reportedly one person was injured.",46.656202,32.639402,,['sources693'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-14,"Date of discovery: 14 January 2023
City/ Town/ Village: Dnipro

Strike on what appears to be residential building. At least 40 people reported dead, including children. Over 60 reported injured.",48.418924,35.067349,,['sources695'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-14,"Date of discovery:01/14/2023
City/ Town/ Village:

[Graphic: Blurred bodies] Shelling of what appears to be residential area. At least 4 people reported dead.",47.466574,36.269241,,['sources696'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-14,"Date of discovery: 14 January 2023
City/ Town/ Village: Avdiivka

Aftermath of shelling of what appears to be residential area. At least 5 people reported dead and 5 wounded.",48.130687,37.746244,,['sources697'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-14,"Date of discovery:01/14/2023
City/ Town/ Village:

Incendiary munition used over what appears to be residential area.",47.646795,36.161316,,['sources698'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-15,"Date of discovery: 15/01/2023
City/ Town/ Village: Kherson

Additional shelling of previously hit Red Cross building.",46.642808,32.618253,,['sources699'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-16,"Date of discovery: 16 January 2023
City/ Town/ Village:

Aftermath of night shelling of what appears to be residential area.",47.840362,35.144851,,['sources700'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-17,"Date of discovery:17 January2023
City/ Town/ Village: Kupyansk

Extreme damage to a school.",49.70292,37.611343,,['sources701'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-18,"Date of discovery: 18/01/2023
City/ Town/ Village: Kherson

Damage to a printing house and a puppet theatre.",46.647853,32.633168,,['sources702'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-19,"Date of discovery: 19 January 2023
City/ Town/ Village:

Footage showing a missile hitting a central street of Bilozers'ke, Donetsk Oblast.",48.536524,37.058186,,['sources704'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-19,"Date of discovery: 19 January 2023
City/ Town/ Village: Kharkiv

Damage to Saltivskyi Market following a shelling.",50.024748,36.337781,,['sources703'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-23,"Date of discovery: 23/01/2023
City/ Town/ Village: Kherson

[Graphic: body covered by cloth] Damage visible across Kherson following strikes, one person reported to be killed.",46.675537,32.713511,,['sources705'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-24,"Date of discovery: 24 January 2023
City/ Town/ Village: Kupyansk

Damage to a residential house.",49.724211,37.607183,,['sources706'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-25,"Date of discovery: 25/01/2023
City/ Town/ Village:

Reportedly one civilian was killed, and three were wounded due to the shelling of a food store in Beryslav, Kherson Oblast.",46.835023,33.417179,,['sources708'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-25,"Date of discovery: 25/01/2023
City/ Town/ Village: Kherson

Damage to a residential area and school.",46.630916,32.61774,,['sources707'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-26,"Date of discovery: 26 January 2023
City/ Town/ Village: Kochubeivka

Reportedly one person was killed, and three were wounded in a strike which hit a local council building in Kochubeivka, Kherson Oblast.",47.496589,33.209883,,['sources709'],00:00,,Aerial and Artillery strikes targeting the civilian population,
2023-01-26,"Date of discovery:01/26/2023
City/ Town/ Village: Bakhmut

Damage to a children's hospital in Bakhmut.",48.593402,37.95797,,['sources1053'],00:00,,Aerial and Artillery strikes targeting the civilian population,
